Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
83889827;;ccBGSSSE001_Fish_MQ5_TurnInBranchTopic "It wasn't easy, but here are the fish you asked for." [DIAL:05000EA3];;It wasn't easy, but here are the fish you asked for.;ccBGSSSE001_Fish_MQ5 "Fishing Legend" [QUST:050009DC];;
84076837;ccBGSSSE001_Fish_MQ5_StartBranchTopic "I'm ready for the next fishing challenge." [DIAL:05000E9D];;[INFO:0502E925] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ5_StartBranchTopic "I'm ready for the next fishing challenge." [DIAL:05000E9D]);;;;Are there any more fishing challenges you can give me?
83889891;ccBGSSSE001_Fish_MQ5_StartBranchTopic "I'm ready for the next fishing challenge." [DIAL:05000E9D];;[INFO:05000EE3] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ5_StartBranchTopic "I'm ready for the next fishing challenge." [DIAL:05000E9D]);;;;
83889821;;ccBGSSSE001_Fish_MQ5_StartBranchTopic "I'm ready for the next fishing challenge." [DIAL:05000E9D];;I'm ready for the next fishing challenge.;ccBGSSSE001_Fish_MQ5 "Fishing Legend" [QUST:050009DC];;
83889828;ccBGSSSE001_Fish_MQ3_TurnInBranchTopicDUPLICATE001 "Here are the fish you asked for." [DIAL:05000E9B];;[INFO:05000EA4] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_TurnInBranchTopicDUPLICATE001 "Here are the fish you asked for." [DIAL:05000E9B]);;;ccBGSSSE001_TIF__05000EA4;
83889819;;ccBGSSSE001_Fish_MQ3_TurnInBranchTopicDUPLICATE001 "Here are the fish you asked for." [DIAL:05000E9B];;Here are the fish you asked for.;ccBGSSSE001_Fish_MQ3 "Frozen Fish" [QUST:050009E8];;
84201541;ccBGSSSE001_Fish_MQ3_StartBranchTopicA "I'm ready for the next fishing challenge." [DIAL:05000E99];;[INFO:0504D045] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_StartBranchTopicA "I'm ready for the next fishing challenge." [DIAL:05000E99]);;;;Do you think I'm ready for the next fishing challenge?
84097598;ccBGSSSE001_Fish_MQ3_StartBranchTopicA "I'm ready for the next fishing challenge." [DIAL:05000E99];;[INFO:05033A3E] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_StartBranchTopicA "I'm ready for the next fishing challenge." [DIAL:05000E99]);;;;I got your letter. I'm ready for the next fishing challenge.
83889837;ccBGSSSE001_Fish_MQ3_StartBranchTopicA "I'm ready for the next fishing challenge." [DIAL:05000E99];;[INFO:05000EAD] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ3_StartBranchTopicA "I'm ready for the next fishing challenge." [DIAL:05000E99]);;;;
83889817;;ccBGSSSE001_Fish_MQ3_StartBranchTopicA "I'm ready for the next fishing challenge." [DIAL:05000E99];;I'm ready for the next fishing challenge.;ccBGSSSE001_Fish_MQ3 "Frozen Fish" [QUST:050009E8];;
83889836;ccBGSSSE001_Fish_MQ4_TurnInBranchTopic "Here are the fish you asked for." [DIAL:05000E97];;[INFO:05000EAC] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ4_TurnInBranchTopic "Here are the fish you asked for." [DIAL:05000E97]);;;ccBGSSSE001_TIF__05000EAC;
83889815;;ccBGSSSE001_Fish_MQ4_TurnInBranchTopic "Here are the fish you asked for." [DIAL:05000E97];;Here are the fish you asked for.;ccBGSSSE001_Fish_MQ4 "Darkest Depths" [QUST:050009DD];;
83889842;ccBGSSSE001_Fish_MQ4_StartBranchTopicA "I'm ready for the next fishing challenge." [DIAL:05000E8F];;[INFO:05000EB2] (in GRUP Topic Children of ccBGSSSE001_Fish_MQ4_StartBranchTopicA "I'm ready for the next fishing challenge." [DIAL:05000E8F]);;;;
83889807;;ccBGSSSE001_Fish_MQ4_StartBranchTopicA "I'm ready for the next fishing challenge." [DIAL:05000E8F];;I'm ready for the next fishing challenge.;ccBGSSSE001_Fish_MQ4 "Darkest Depths" [QUST:050009DD];;
83889790;ccBGSSSE001_Crab_MQ2_TurnInBranchTopic3 [DIAL:05000E7D];;[INFO:05000E7E] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ2_TurnInBranchTopic3 [DIAL:05000E7D]);;;ccBGSSSE001_TIF__05000E7E;
83889789;;ccBGSSSE001_Crab_MQ2_TurnInBranchTopic3 [DIAL:05000E7D];;;ccBGSSSE001_Crab_MQ2 "Crustacean Extermination" [QUST:050009DA];;
83889787;ccBGSSSE001_Crab_MQ1_PreStartTopic "What's wrong?" [DIAL:05000E7A];;[INFO:05000E7B] ([G] in GRUP Topic Children of ccBGSSSE001_Crab_MQ1_PreStartTopic "What's wrong?" [DIAL:05000E7A]);;;ccBGSSSE001_TIF__05000E7B;
83889786;;ccBGSSSE001_Crab_MQ1_PreStartTopic "What's wrong?" [DIAL:05000E7A];;What's wrong?;ccBGSSSE001_Crab_MQ1 "In A Pinch" [QUST:050009D4];;
83889783;ccBGSSSE001_Crab_MQ2_StartBranchTopicHelpMe "Know of anyone in need of fishing work around Skyrim?" [DIAL:05000E76];;[INFO:05000E77] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ2_StartBranchTopicHelpMe "Know of anyone in need of fishing work around Skyrim?" [DIAL:05000E76]);;;;
83889782;;ccBGSSSE001_Crab_MQ2_StartBranchTopicHelpMe "Know of anyone in need of fishing work around Skyrim?" [DIAL:05000E76];;Know of anyone in need of fishing work around Skyrim?;ccBGSSSE001_Crab_MQ2 "Crustacean Extermination" [QUST:050009DA];;
83889788;ccBGSSSE001_Crab_MQ2_TurnInBranchTopic2 [DIAL:05000E74];;[INFO:05000E7C] (in GRUP Topic Children of ccBGSSSE001_Crab_MQ2_TurnInBranchTopic2 [DIAL:05000E74]);;;;
83889780;;ccBGSSSE001_Crab_MQ2_TurnInBranchTopic2 [DIAL:05000E74];;;ccBGSSSE001_Crab_MQ2 "Crustacean Extermination" [QUST:050009DA];;
83889778;ccBGSSSE001_Misc_WhiterunPartOne_RewardBranchTopic [DIAL:05000E71];;[INFO:05000E72] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_WhiterunPartOne_RewardBranchTopic [DIAL:05000E71]);;;ccBGSSSE001_TIF__05000E72;
83889777;;ccBGSSSE001_Misc_WhiterunPartOne_RewardBranchTopic [DIAL:05000E71];;;ccBGSSSE001_Misc_WhiterunPartOne "Heart of Gold" [QUST:05000E5D];;
83889775;ccBGSSSE001_Misc_WhiterunPartOne_GiveFishReject "No way. I just wanted you to see it." [DIAL:05000E6E];;[INFO:05000E6F] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_WhiterunPartOne_GiveFishReject "No way. I just wanted you to see it." [DIAL:05000E6E]);;;;
83889774;;ccBGSSSE001_Misc_WhiterunPartOne_GiveFishReject "No way. I just wanted you to see it." [DIAL:05000E6E];;No way. I just wanted you to see it.;ccBGSSSE001_Misc_WhiterunPartOne "Heart of Gold" [QUST:05000E5D];;
83889773;ccBGSSSE001_Misc_WhiterunPartOne_GiveFishTopic2 "Sure, here you go." [DIAL:05000E6C];;[INFO:05000E6D] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_WhiterunPartOne_GiveFishTopic2 "Sure, here you go." [DIAL:05000E6C]);;;ccBGSSSE001_TIF__05000E6D;
83889772;;ccBGSSSE001_Misc_WhiterunPartOne_GiveFishTopic2 "Sure, here you go." [DIAL:05000E6C];;Sure, here you go.;ccBGSSSE001_Misc_WhiterunPartOne "Heart of Gold" [QUST:05000E5D];;
83889771;ccBGSSSE001_Misc_WhiterunPartOne_GiveFishBranchTopic "I heard that you'd like a pet goldfish. What do you think of this one?" [DIAL:05000E6A];;[INFO:05000E6B] (in GRUP Topic Children of ccBGSSSE001_Misc_WhiterunPartOne_GiveFishBranchTopic "I heard that you'd like a pet goldfish. What do you think of this one?" [DIAL:05000E6A]);;;;
83889770;;ccBGSSSE001_Misc_WhiterunPartOne_GiveFishBranchTopic "I heard that you'd like a pet goldfish. What do you think of this one?" [DIAL:05000E6A];;I heard that you'd like a pet goldfish. What do you think of this one?;ccBGSSSE001_Misc_WhiterunPartOne "Heart of Gold" [QUST:05000E5D];;
83889767;[DIAL:05000E68];;[INFO:05000E67] (in GRUP Topic Children of [DIAL:05000E68]);;;;
83889768;;[DIAL:05000E68];;;ccBGSSSE001_Misc_WhiterunPartOne "Heart of Gold" [QUST:05000E5D];;
83889758;ccBGSSSE001_RadiantQuestsStartTopic2 [DIAL:05000E5A];;[INFO:05000E5E] ([R] in GRUP Topic Children of ccBGSSSE001_RadiantQuestsStartTopic2 [DIAL:05000E5A]);;;ccBGSSSE001_TIF__05000E5E;
83889756;ccBGSSSE001_RadiantQuestsStartTopic2 [DIAL:05000E5A];;[INFO:05000E5C] ([R] in GRUP Topic Children of ccBGSSSE001_RadiantQuestsStartTopic2 [DIAL:05000E5A]);;;ccBGSSSE001_TIF__05000E5C;
83889755;ccBGSSSE001_RadiantQuestsStartTopic2 [DIAL:05000E5A];;[INFO:05000E5B] ([R] in GRUP Topic Children of ccBGSSSE001_RadiantQuestsStartTopic2 [DIAL:05000E5A]);;;ccBGSSSE001_TIF__05000E5B;
83889754;;ccBGSSSE001_RadiantQuestsStartTopic2 [DIAL:05000E5A];;;ccBGSSSE001_RadiantQuests "Radiant Quests Handler" [QUST:05000E56];;
83889753;ccBGSSSE001_RadiantQuestsStartTopic "I'm looking for work." [DIAL:05000E58];;[INFO:05000E59] (in GRUP Topic Children of ccBGSSSE001_RadiantQuestsStartTopic "I'm looking for work." [DIAL:05000E58]);;;;
83889752;;ccBGSSSE001_RadiantQuestsStartTopic "I'm looking for work." [DIAL:05000E58];;I'm looking for work.;ccBGSSSE001_RadiantQuests "Radiant Quests Handler" [QUST:05000E56];;
83889297;ccBGSSSE001_Radiant_3_CollectBountyTopic "I've cleaned up the water around <Alias=Town>." [DIAL:05000C8F];;[INFO:05000C91] (in GRUP Topic Children of ccBGSSSE001_Radiant_3_CollectBountyTopic "I've cleaned up the water around <Alias=Town>." [DIAL:05000C8F]);;;ccBGSSSE001_TIF__05000C91;
83889296;ccBGSSSE001_Radiant_3_CollectBountyTopic "I've cleaned up the water around <Alias=Town>." [DIAL:05000C8F];;[INFO:05000C90] (in GRUP Topic Children of ccBGSSSE001_Radiant_3_CollectBountyTopic "I've cleaned up the water around <Alias=Town>." [DIAL:05000C8F]);;;ccBGSSSE001_TIF__05000C90;
83889295;;ccBGSSSE001_Radiant_3_CollectBountyTopic "I've cleaned up the water around <Alias=Town>." [DIAL:05000C8F];;I've cleaned up the water around <Alias=Town>.;ccBGSSSE001_Radiant_3 "Rubbish Retrieval" [QUST:05000C8C];;
83889291;ccBGSSSE001_Radiant_2_TurnInTopic [DIAL:05000C87];;[INFO:05000C8B] (in GRUP Topic Children of ccBGSSSE001_Radiant_2_TurnInTopic [DIAL:05000C87]);;;ccBGSSSE001_TIF__05000C8B;Here is the spadefish for your next experiment.
83889290;ccBGSSSE001_Radiant_2_TurnInTopic [DIAL:05000C87];;[INFO:05000C8A] (in GRUP Topic Children of ccBGSSSE001_Radiant_2_TurnInTopic [DIAL:05000C87]);;;ccBGSSSE001_TIF__05000C8A;Here is the pearlfish for your next experiment.
83889289;ccBGSSSE001_Radiant_2_TurnInTopic [DIAL:05000C87];;[INFO:05000C89] (in GRUP Topic Children of ccBGSSSE001_Radiant_2_TurnInTopic [DIAL:05000C87]);;;ccBGSSSE001_TIF__05000C89;Here is the angler larvae for your next experiment.
83889288;ccBGSSSE001_Radiant_2_TurnInTopic [DIAL:05000C87];;[INFO:05000C88] (in GRUP Topic Children of ccBGSSSE001_Radiant_2_TurnInTopic [DIAL:05000C87]);;;ccBGSSSE001_TIF__05000C88;Here is the pigmy sunfish for your next experiment.
83889287;;ccBGSSSE001_Radiant_2_TurnInTopic [DIAL:05000C87];;;ccBGSSSE001_Radiant_2 "Further Study" [QUST:05000C2F];;
83889275;ccBGSSSE001_Misc_Dwarven_GiveSchematicBranchTopic2Jerk "You're going to help me get whatever's at the bottom of that lake. Understand?" [DIAL:05000C7A];;[INFO:05000C7B] (in GRUP Topic Children of ccBGSSSE001_Misc_Dwarven_GiveSchematicBranchTopic2Jerk "You're going to help me get whatever's at the bottom of that lake. Understand?" [DIAL:05000C7A]);;;;
83889274;;ccBGSSSE001_Misc_Dwarven_GiveSchematicBranchTopic2Jerk "You're going to help me get whatever's at the bottom of that lake. Understand?" [DIAL:05000C7A];;You're going to help me get whatever's at the bottom of that lake. Understand?;ccBGSSSE001_Misc_Dwarven "Beneath Bronze Waters" [QUST:05000AD6];;
83889264;ccBGSSSE001_Misc_Markarth_DoneBranchTopic2Jerk "As much as I enjoy fishing, I have other things to do. Pay up." [DIAL:05000C6F];;[INFO:05000C70] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Markarth_DoneBranchTopic2Jerk "As much as I enjoy fishing, I have other things to do. Pay up." [DIAL:05000C6F]);;;ccBGSSSE001_TIF__05000C70;
83889263;;ccBGSSSE001_Misc_Markarth_DoneBranchTopic2Jerk "As much as I enjoy fishing, I have other things to do. Pay up." [DIAL:05000C6F];;As much as I enjoy fishing, I have other things to do. Pay up.;ccBGSSSE001_Misc_Markarth "Private Lessons" [QUST:050009DF];;
83889268;ccBGSSSE001_Radiant_1_FinishBountyTopic "Here are the fish you asked for." [DIAL:05000C69];;[INFO:05000C74] (in GRUP Topic Children of ccBGSSSE001_Radiant_1_FinishBountyTopic "Here are the fish you asked for." [DIAL:05000C69]);;;ccBGSSSE001_TIF__05000C74;Here are the arctic graylings you requested.
83889267;ccBGSSSE001_Radiant_1_FinishBountyTopic "Here are the fish you asked for." [DIAL:05000C69];;[INFO:05000C73] (in GRUP Topic Children of ccBGSSSE001_Radiant_1_FinishBountyTopic "Here are the fish you asked for." [DIAL:05000C69]);;;ccBGSSSE001_TIF__05000C73;Here are the catfish you requested.
83889266;ccBGSSSE001_Radiant_1_FinishBountyTopic "Here are the fish you asked for." [DIAL:05000C69];;[INFO:05000C72] (in GRUP Topic Children of ccBGSSSE001_Radiant_1_FinishBountyTopic "Here are the fish you asked for." [DIAL:05000C69]);;;ccBGSSSE001_TIF__05000C72;Here are the salmon you requested.
83889265;ccBGSSSE001_Radiant_1_FinishBountyTopic "Here are the fish you asked for." [DIAL:05000C69];;[INFO:05000C71] (in GRUP Topic Children of ccBGSSSE001_Radiant_1_FinishBountyTopic "Here are the fish you asked for." [DIAL:05000C69]);;;ccBGSSSE001_TIF__05000C71;Here are the brook bass you requested.
83889257;;ccBGSSSE001_Radiant_1_FinishBountyTopic "Here are the fish you asked for." [DIAL:05000C69];;Here are the fish you asked for.;ccBGSSSE001_Radiant_1 "Stocking Up" [QUST:05000B98];;
83889246;ccBGSSSE001_Misc_Markarth_CastItBranchPole "I've forgotten my fishing rod. Can I borrow yours?" [DIAL:05000C5B];;[INFO:05000C5E] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Markarth_CastItBranchPole "I've forgotten my fishing rod. Can I borrow yours?" [DIAL:05000C5B]);;;ccBGSSSE001_TIF__05000C5E;
83889243;;ccBGSSSE001_Misc_Markarth_CastItBranchPole "I've forgotten my fishing rod. Can I borrow yours?" [DIAL:05000C5B];;I've forgotten my fishing rod. Can I borrow yours?;ccBGSSSE001_Misc_Markarth "Private Lessons" [QUST:050009DF];;
83889244;ccBGSSSE001_Misc_Markarth_CastItBranchStart "No, let's begin." [DIAL:05000C5A];;[INFO:05000C5C] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Markarth_CastItBranchStart "No, let's begin." [DIAL:05000C5A]);;;ccBGSSSE001_TIF__05000C5C;
83889242;;ccBGSSSE001_Misc_Markarth_CastItBranchStart "No, let's begin." [DIAL:05000C5A];;No, let's begin.;ccBGSSSE001_Misc_Markarth "Private Lessons" [QUST:050009DF];;
83889235;ccBGSSSE001_Misc_Windhelm_FinishBranch1b "An enchanted ring in Fangtusk's gut seems to have been the source of its power." [DIAL:05000C52];;[INFO:05000C53] (in GRUP Topic Children of ccBGSSSE001_Misc_Windhelm_FinishBranch1b "An enchanted ring in Fangtusk's gut seems to have been the source of its power." [DIAL:05000C52]);;;;
83889234;;ccBGSSSE001_Misc_Windhelm_FinishBranch1b "An enchanted ring in Fangtusk's gut seems to have been the source of its power." [DIAL:05000C52];;An enchanted ring in Fangtusk's gut seems to have been the source of its power.;ccBGSSSE001_Misc_Windhelm "Tusked Terror" [QUST:050009D5];;
83889233;ccBGSSSE001_Misc_Windhelm_FinishBranchTopic1a [DIAL:05000C50];;[INFO:05000C51] (in GRUP Topic Children of ccBGSSSE001_Misc_Windhelm_FinishBranchTopic1a [DIAL:05000C50]);;;;
83889232;;ccBGSSSE001_Misc_Windhelm_FinishBranchTopic1a [DIAL:05000C50];;;ccBGSSSE001_Misc_Windhelm "Tusked Terror" [QUST:050009D5];;
83889225;ccBGSSSE001_Misc_Khajiit_FoundBottlesBranchTopic "Here's all of the bottles of aged flin you lost in the river." [DIAL:05000C48];;[INFO:05000C49] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Khajiit_FoundBottlesBranchTopic "Here's all of the bottles of aged flin you lost in the river." [DIAL:05000C48]);;;ccBGSSSE001_TIF__05000C49;
83889224;;ccBGSSSE001_Misc_Khajiit_FoundBottlesBranchTopic "Here's all of the bottles of aged flin you lost in the river." [DIAL:05000C48];;Here's all of the bottles of aged flin you lost in the river.;ccBGSSSE001_Misc_Khajiit "Spirits Away" [QUST:050009E2];;
83889193;ccBGSSSE001_Misc_Windhelm_FinishBranchTopic2Jerk "Alright, I've held up my end of the bargain. Time to pay up." [DIAL:05000C27];;[INFO:05000C29] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Windhelm_FinishBranchTopic2Jerk "Alright, I've held up my end of the bargain. Time to pay up." [DIAL:05000C27]);;;ccBGSSSE001_TIF__05000C29;
83889191;;ccBGSSSE001_Misc_Windhelm_FinishBranchTopic2Jerk "Alright, I've held up my end of the bargain. Time to pay up." [DIAL:05000C27];;Alright, I've held up my end of the bargain. Time to pay up.;ccBGSSSE001_Misc_Windhelm "Tusked Terror" [QUST:050009D5];;
83889192;ccBGSSSE001_Misc_Windhelm_FinishBranchTopic2 "Travelers should be safe now. At least, safe from giant vampire horkers." [DIAL:05000C26];;[INFO:05000C28] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Windhelm_FinishBranchTopic2 "Travelers should be safe now. At least, safe from giant vampire horkers." [DIAL:05000C26]);;;ccBGSSSE001_TIF__05000C28;
83889190;;ccBGSSSE001_Misc_Windhelm_FinishBranchTopic2 "Travelers should be safe now. At least, safe from giant vampire horkers." [DIAL:05000C26];;Travelers should be safe now. At least, safe from giant vampire horkers.;ccBGSSSE001_Misc_Windhelm "Tusked Terror" [QUST:050009D5];;
83889189;ccBGSSSE001_Misc_Windhelm_FinishBranchTopic "Fangtusk has been slain." [DIAL:05000C24];;[INFO:05000C25] (in GRUP Topic Children of ccBGSSSE001_Misc_Windhelm_FinishBranchTopic "Fangtusk has been slain." [DIAL:05000C24]);;;;
83889188;;ccBGSSSE001_Misc_Windhelm_FinishBranchTopic "Fangtusk has been slain." [DIAL:05000C24];;Fangtusk has been slain.;ccBGSSSE001_Misc_Windhelm "Tusked Terror" [QUST:050009D5];;
83889137;ccBGSSSE001_Misc_Falkreath_GuardSayWhatHappenedLineTopic [DIAL:05000BEC];;[INFO:05000BF1] (in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardSayWhatHappenedLineTopic [DIAL:05000BEC]);;;;
83889132;;ccBGSSSE001_Misc_Falkreath_GuardSayWhatHappenedLineTopic [DIAL:05000BEC];;;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889136;ccBGSSSE001_Misc_Falkreath_GuardSayPanicLineTopic [DIAL:05000BEA];;[INFO:05000BF0] ([R][SO] in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardSayPanicLineTopic [DIAL:05000BEA]);;;;
83889135;ccBGSSSE001_Misc_Falkreath_GuardSayPanicLineTopic [DIAL:05000BEA];;[INFO:05000BEF] ([R][SO] in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardSayPanicLineTopic [DIAL:05000BEA]);;;;
83889134;ccBGSSSE001_Misc_Falkreath_GuardSayPanicLineTopic [DIAL:05000BEA];;[INFO:05000BEE] ([R][SO] in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardSayPanicLineTopic [DIAL:05000BEA]);;;;
83889133;ccBGSSSE001_Misc_Falkreath_GuardSayPanicLineTopic [DIAL:05000BEA];;[INFO:05000BED] ([R][SO] in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardSayPanicLineTopic [DIAL:05000BEA]);;;;
83889130;;ccBGSSSE001_Misc_Falkreath_GuardSayPanicLineTopic [DIAL:05000BEA];;;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889122;ccBGSSSE001_Misc_Falkreath_ZariaStartTask2 "I'll return when the deed is done. Hopefully he learns his lesson." [DIAL:05000BE1];;[INFO:05000BE2] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_ZariaStartTask2 "I'll return when the deed is done. Hopefully he learns his lesson." [DIAL:05000BE1]);;;;
83889121;;ccBGSSSE001_Misc_Falkreath_ZariaStartTask2 "I'll return when the deed is done. Hopefully he learns his lesson." [DIAL:05000BE1];;I'll return when the deed is done. Hopefully he learns his lesson.;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889120;ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic3 [DIAL:05000BDF];;[INFO:05000BE0] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic3 [DIAL:05000BDF]);;;;
83889119;;ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic3 [DIAL:05000BDF];;;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889118;ccBGSSSE001_Misc_Falkreath_ZariaStartTaskTopic "I'll deliver the disguised potion in exchange for the Jarl's ring." [DIAL:05000BDB];;[INFO:05000BDE] (in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_ZariaStartTaskTopic "I'll deliver the disguised potion in exchange for the Jarl's ring." [DIAL:05000BDB]);;;ccBGSSSE001_TIF__05000BDE;
83889115;;ccBGSSSE001_Misc_Falkreath_ZariaStartTaskTopic "I'll deliver the disguised potion in exchange for the Jarl's ring." [DIAL:05000BDB];;I'll deliver the disguised potion in exchange for the Jarl's ring.;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889114;ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic2 "Here, take this. My way of saying thanks." [DIAL:05000BD9];;[INFO:05000BDA] (in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic2 "Here, take this. My way of saying thanks." [DIAL:05000BD9]);;;ccBGSSSE001_TIF__05000BDA;
83889113;;ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic2 "Here, take this. My way of saying thanks." [DIAL:05000BD9];;Here, take this. My way of saying thanks.;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889112;ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic "Seems like you don't have any trouble keeping the edge off while on duty." [DIAL:05000BD6];;[INFO:05000BD8] (in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic "Seems like you don't have any trouble keeping the edge off while on duty." [DIAL:05000BD6]);;;;
83889111;ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic "Seems like you don't have any trouble keeping the edge off while on duty." [DIAL:05000BD6];;[INFO:05000BD7] (in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic "Seems like you don't have any trouble keeping the edge off while on duty." [DIAL:05000BD6]);;;;
83889110;;ccBGSSSE001_Misc_Falkreath_GuardManipulateTopic "Seems like you don't have any trouble keeping the edge off while on duty." [DIAL:05000BD6];;Seems like you don't have any trouble keeping the edge off while on duty.;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889105;ccBGSSSE001_Misc_Falkreath_SuccessPotionTopic2 "I don't think that guard will be using skooma any longer." [DIAL:05000BD0];;[INFO:05000BD1] (in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_SuccessPotionTopic2 "I don't think that guard will be using skooma any longer." [DIAL:05000BD0]);;;ccBGSSSE001_TIF__05000BD1;
83889104;;ccBGSSSE001_Misc_Falkreath_SuccessPotionTopic2 "I don't think that guard will be using skooma any longer." [DIAL:05000BD0];;I don't think that guard will be using skooma any longer.;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889102;ccBGSSSE001_Misc_Falkreath_ZariaSuccessDeadTopic3 [DIAL:05000BCD];;[INFO:05000BCE] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_ZariaSuccessDeadTopic3 [DIAL:05000BCD]);;;ccBGSSSE001_TIF__05000BCE;
83889101;;ccBGSSSE001_Misc_Falkreath_ZariaSuccessDeadTopic3 [DIAL:05000BCD];;;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889100;ccBGSSSE001_Misc_Falkreath_ZariaSuccessDeadTopic2 [DIAL:05000BCB];;[INFO:05000BCC] (in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_ZariaSuccessDeadTopic2 [DIAL:05000BCB]);;;;
83889099;;ccBGSSSE001_Misc_Falkreath_ZariaSuccessDeadTopic2 [DIAL:05000BCB];;;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889098;ccBGSSSE001_Misc_Falkreath_ZariaSuccessDeadTopic "He won't be doing skooma any longer. Or doing any breathing, for that matter." [DIAL:05000BC9];;[INFO:05000BCA] (in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_ZariaSuccessDeadTopic "He won't be doing skooma any longer. Or doing any breathing, for that matter." [DIAL:05000BC9]);;;;
83889097;;ccBGSSSE001_Misc_Falkreath_ZariaSuccessDeadTopic "He won't be doing skooma any longer. Or doing any breathing, for that matter." [DIAL:05000BC9];;He won't be doing skooma any longer. Or doing any breathing, for that matter.;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889093;ccBGSSSE001_Misc_Falkreath_GuardSayAddictLineTopic [DIAL:05000BC4];;[INFO:05000BC5] (in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardSayAddictLineTopic [DIAL:05000BC4]);;;;
83889092;;ccBGSSSE001_Misc_Falkreath_GuardSayAddictLineTopic [DIAL:05000BC4];;;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889083;ccBGSSSE001_Misc_Falkreath_GuardGivePotionTopic "Here's a bottle of skooma I found laying about. I trust you'll lock it away?" [DIAL:05000BBA];;[INFO:05000BBB] ([G] in GRUP Topic Children of ccBGSSSE001_Misc_Falkreath_GuardGivePotionTopic "Here's a bottle of skooma I found laying about. I trust you'll lock it away?" [DIAL:05000BBA]);;;ccBGSSSE001_TIF__05000BBB;
83889082;;ccBGSSSE001_Misc_Falkreath_GuardGivePotionTopic "Here's a bottle of skooma I found laying about. I trust you'll lock it away?" [DIAL:05000BBA];;Here's a bottle of skooma I found laying about. I trust you'll lock it away?;ccBGSSSE001_Misc_Falkreath "Clear-Headed" [QUST:050009EC];;
83889072;ccBGSSSE001_MiscQuests_GiveQuestTopicNote [DIAL:05000BAE];;[INFO:05000BB0] (in GRUP Topic Children of ccBGSSSE001_MiscQuests_GiveQuestTopicNote [DIAL:05000BAE]);;;ccBGSSSE001_TIF__05000BB0;
