Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
33771395;DLC2DRRBeggarsStoryBranchTopic "You appear to be in dire straits. What happened?" [DIAL:04034F7D];;[INFO:04034F83] ('I was one of the wealthiest miners in town... I could haul up almost three or four times what the average digger could.' in GRUP Topic Children of DLC2DRRBeggarsStoryBranchTopic "You appear to be in dire straits. What happened?" [DIAL:04034F7D]);;;;
33771389;;DLC2DRRBeggarsStoryBranchTopic "You appear to be in dire straits. What happened?" [DIAL:04034F7D];;You appear to be in dire straits. What happened?;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33771385;DLC2MerchDialogueBackgroundTopic "Who are you?" [DIAL:04034F77];;[INFO:04034F79] ('Who am I?' in GRUP Topic Children of DLC2MerchDialogueBackgroundTopic "Who are you?" [DIAL:04034F77]);;;;
33771383;;DLC2MerchDialogueBackgroundTopic "Who are you?" [DIAL:04034F77];;Who are you?;DLC2MerchDialogue "Shady Merchant's Dialogue" [QUST:04033C89];;
33771384;DLC2MerchDialogueGoodsTopic "Where do you get your goods?" [DIAL:04034F76];;[INFO:04034F78] ('Sometimes things fall off the back of a cart.' in GRUP Topic Children of DLC2MerchDialogueGoodsTopic "Where do you get your goods?" [DIAL:04034F76]);;;;
33771382;;DLC2MerchDialogueGoodsTopic "Where do you get your goods?" [DIAL:04034F76];;Where do you get your goods?;DLC2MerchDialogue "Shady Merchant's Dialogue" [QUST:04033C89];;
33771378;DLC2KagrumezQSTPetHello [DIAL:04034F71];;[INFO:04034F72] ('(hiss)' in GRUP Topic Children of DLC2KagrumezQSTPetHello [DIAL:04034F71]);;;;
33771377;;DLC2KagrumezQSTPetHello [DIAL:04034F71];;;DLC2KagrumezQST "The Kagrumez Gauntlet" [QUST:0403166D];;
33771097;[DIAL:04034E42];;[INFO:04034E59] ([R][RE]'Grrargh!' in GRUP Topic Children of [DIAL:04034E42]);;;;
33771096;[DIAL:04034E42];;[INFO:04034E58] ([R]'Rrargh!' in GRUP Topic Children of [DIAL:04034E42]);;;;
33771095;[DIAL:04034E42];;[INFO:04034E57] ([R]'Hyargh!' in GRUP Topic Children of [DIAL:04034E42]);;;;
33771094;[DIAL:04034E42];;[INFO:04034E56] ([R]'Yearrgh!' in GRUP Topic Children of [DIAL:04034E42]);;;;
33771103;[DIAL:04034E42];;[INFO:04034E5F] ([R]'Your soul belongs to Miraak!' in GRUP Topic Children of [DIAL:04034E42]);;;;
33771102;[DIAL:04034E42];;[INFO:04034E5E] ([R]'You will be an offering to the Master!' in GRUP Topic Children of [DIAL:04034E42]);;;;
33771101;[DIAL:04034E42];;[INFO:04034E5D] ([R]'The true Dragonborn will judge you!' in GRUP Topic Children of [DIAL:04034E42]);;;;
33771100;[DIAL:04034E42];;[INFO:04034E5C] ([R]'Master, guide my hand!' in GRUP Topic Children of [DIAL:04034E42]);;;;
33771099;[DIAL:04034E42];;[INFO:04034E5B] ([R]'The truth will take you!' in GRUP Topic Children of [DIAL:04034E42]);;;;
33771098;[DIAL:04034E42];;[INFO:04034E5A] ([R]'For Miraak!' in GRUP Topic Children of [DIAL:04034E42]);;;;
33771074;;[DIAL:04034E42];;;DLC2DialogueCultists [QUST:04034E60];;
33771087;[DIAL:04034E41];;[INFO:04034E4F] ([R][RE]'None shall stand against Miraak!' in GRUP Topic Children of [DIAL:04034E41]);;;;
33771093;[DIAL:04034E41];;[INFO:04034E55] ([R]'I will purify the world for Miraak's return!' in GRUP Topic Children of [DIAL:04034E41]);;;;
33771092;[DIAL:04034E41];;[INFO:04034E54] ([R]'You would dare call yourself the true Dragonborn?' in GRUP Topic Children of [DIAL:04034E41]);;;;
33771091;[DIAL:04034E41];;[INFO:04034E53] ([R]'Your false reign ends now!' in GRUP Topic Children of [DIAL:04034E41]);;;;
33771090;[DIAL:04034E41];;[INFO:04034E52] ([R]'Your blood will flow in Miraak's name!' in GRUP Topic Children of [DIAL:04034E41]);;;;
33771089;[DIAL:04034E41];;[INFO:04034E51] ([R]'We shall clear the way for the coming of the true Dragonborn!' in GRUP Topic Children of [DIAL:04034E41]);;;;
33771088;[DIAL:04034E41];;[INFO:04034E50] ([R]'The rightful Dragonborn comes soon!' in GRUP Topic Children of [DIAL:04034E41]);;;;
33771086;[DIAL:04034E41];;[INFO:04034E4E] ([R]'The true Dragonborn returns to this world soon, and all will be judged!' in GRUP Topic Children of [DIAL:04034E41]);;;;
33771073;;[DIAL:04034E41];;;DLC2DialogueCultists [QUST:04034E60];;
33771079;[DIAL:04034E40];;[INFO:04034E47] ([R][RE]'Agh!' in GRUP Topic Children of [DIAL:04034E40]);;;;
33771082;[DIAL:04034E40];;[INFO:04034E4A] ([R]'Yaggh!' in GRUP Topic Children of [DIAL:04034E40]);;;;
33771081;[DIAL:04034E40];;[INFO:04034E49] ([R]'Gargh!' in GRUP Topic Children of [DIAL:04034E40]);;;;
33771080;[DIAL:04034E40];;[INFO:04034E48] ([R]'Oof!' in GRUP Topic Children of [DIAL:04034E40]);;;;
33771085;[DIAL:04034E40];;[INFO:04034E4D] ([R]'I shall not fall!' in GRUP Topic Children of [DIAL:04034E40]);;;;
33771084;[DIAL:04034E40];;[INFO:04034E4C] ([R]'Miraak help me!' in GRUP Topic Children of [DIAL:04034E40]);;;;
33771083;[DIAL:04034E40];;[INFO:04034E4B] ([R]'You won't win!' in GRUP Topic Children of [DIAL:04034E40]);;;;
33771072;;[DIAL:04034E40];;;DLC2DialogueCultists [QUST:04034E60];;
33771078;[DIAL:04034E3F];;[INFO:04034E46] ('You cannot escape the Dragonborn's justice!' in GRUP Topic Children of [DIAL:04034E3F]);;;;
33771071;;[DIAL:04034E3F];;;DLC2DialogueCultists [QUST:04034E60];;
33771077;[DIAL:04034E3E];;[INFO:04034E45] ('You cannot escape Miraak's sight!' in GRUP Topic Children of [DIAL:04034E3E]);;;;
33771070;;[DIAL:04034E3E];;;DLC2DialogueCultists [QUST:04034E60];;
33771076;[DIAL:04034E3D];;[INFO:04034E44] ('Another offering for the Master.' in GRUP Topic Children of [DIAL:04034E3D]);;;;
33771069;;[DIAL:04034E3D];;;DLC2DialogueCultists [QUST:04034E60];;
33771075;[DIAL:04034E3C];;[INFO:04034E43] ('The unworthy flee before the Master's power.' in GRUP Topic Children of [DIAL:04034E3C]);;;;
33771068;;[DIAL:04034E3C];;;DLC2DialogueCultists [QUST:04034E60];;
33770493;DLC2TTF1GetLoose "How did the Ash Guardian get loose?" [DIAL:04034BFA];;[INFO:04034BFD] ([SO]'I am embarrassed to admit that it was my fault.' in GRUP Topic Children of DLC2TTF1GetLoose "How did the Ash Guardian get loose?" [DIAL:04034BFA]);;;;
33770490;;DLC2TTF1GetLoose "How did the Ash Guardian get loose?" [DIAL:04034BFA];;How did the Ash Guardian get loose?;DLC2TTF1 "From the Ashes" [QUST:0401AAB0];;
33792300;DLC2TTF1YouDestroy "Why don't you destroy it?" [DIAL:04034BF9];;[INFO:0403A12C] ([SO]'I, uh... I'm going to be reading the spell book. Maybe it can tell me how to banish the Ash Guardian.' in GRUP Topic Children of DLC2TTF1YouDestroy "Why don't you destroy it?" [DIAL:04034BF9]);;;;
33770492;DLC2TTF1YouDestroy "Why don't you destroy it?" [DIAL:04034BF9];;[INFO:04034BFC] ([SO]'I need to keep Master Neloth distracted so he doesn't find out what I did.' in GRUP Topic Children of DLC2TTF1YouDestroy "Why don't you destroy it?" [DIAL:04034BF9]);;;DLC2_TIF__02034BFC;
33770489;;DLC2TTF1YouDestroy "Why don't you destroy it?" [DIAL:04034BF9];;Why don't you destroy it?;DLC2TTF1 "From the Ashes" [QUST:0401AAB0];;
33770491;DLC2TTF1NotMyProblem "It's your mess. You clean it up." [DIAL:04034BF8];;[INFO:04034BFB] ([G]'You won't help me!?' in GRUP Topic Children of DLC2TTF1NotMyProblem "It's your mess. You clean it up." [DIAL:04034BF8]);;;DLC2_TIF__02034BFB;
33770488;;DLC2TTF1NotMyProblem "It's your mess. You clean it up." [DIAL:04034BF8];;It's your mess. You clean it up.;DLC2TTF1 "From the Ashes" [QUST:0401AAB0];;
33770258;[DIAL:04034B0F];;[INFO:04034B12] (in GRUP Topic Children of [DIAL:04034B0F]);;;;
33770255;;[DIAL:04034B0F];;;DLC2dunKarstaagQST [QUST:040247F8];;
33770257;[DIAL:04034B0E];;[INFO:04034B11] (in GRUP Topic Children of [DIAL:04034B0E]);;;;
33770254;;[DIAL:04034B0E];;;DLC2dunKarstaagQST [QUST:040247F8];;
33770256;[DIAL:04034B0D];;[INFO:04034B10] (in GRUP Topic Children of [DIAL:04034B0D]);;;;
33770253;;[DIAL:04034B0D];;;DLC2dunKarstaagQST [QUST:040247F8];;
33770263;[DIAL:04034B0C];;[INFO:04034B17] (in GRUP Topic Children of [DIAL:04034B0C]);;;;
33770252;;[DIAL:04034B0C];;;DLC2dunKarstaagQST [QUST:040247F8];;
33769461;[DIAL:040347EB];;[INFO:040347F5] ('Milore, you need to talk some sense into your husband.' in GRUP Topic Children of [DIAL:040347EB]);;;;
33769451;;[DIAL:040347EB];;;DLC2RRAnyLocScene18 "Raven Rock Any Location Scene 01" [QUST:040347FC];;
33769459;[DIAL:040347EA];;[INFO:040347F3] ('You can't get blood from a stone, Mogrul. As it is, we can barely make ends meet.' in GRUP Topic Children of [DIAL:040347EA]);;;;
33769450;;[DIAL:040347EA];;;DLC2RRAnyLocScene18 "Raven Rock Any Location Scene 01" [QUST:040347FC];;
33769457;[DIAL:040347E9];;[INFO:040347F1] ('That isn't my problem. I was clear when I loaned Garyn the money that I wanted it back by the first harvest.' in GRUP Topic Children of [DIAL:040347E9]);;;;
33769449;;[DIAL:040347E9];;;DLC2RRAnyLocScene18 "Raven Rock Any Location Scene 01" [QUST:040347FC];;
33769455;[DIAL:040347E8];;[INFO:040347EF] ('I'll see what I can do...' in GRUP Topic Children of [DIAL:040347E8]);;;;
33769448;;[DIAL:040347E8];;;DLC2RRAnyLocScene18 "Raven Rock Any Location Scene 01" [QUST:040347FC];;
33769453;[DIAL:040347E7];;[INFO:040347ED] ('Oh... Mogrul. Care for anything from my stand today?' in GRUP Topic Children of [DIAL:040347E7]);;;;
33769447;;[DIAL:040347E7];;;DLC2RRAnyLocScene19 "Raven Rock Any Location Scene 01" [QUST:040347FE];;
33769467;[DIAL:040347E6];;[INFO:040347FB] ('Ash yams? Disgusting. I'd rather eat cheese that's been sitting in the sun for a week.' in GRUP Topic Children of [DIAL:040347E6]);;;;
33769446;;[DIAL:040347E6];;;DLC2RRAnyLocScene19 "Raven Rock Any Location Scene 01" [QUST:040347FE];;
33769465;[DIAL:040347E5];;[INFO:040347F9] ('Look, I know why you're here. I'll get the coin, I promise.' in GRUP Topic Children of [DIAL:040347E5]);;;;
33769445;;[DIAL:040347E5];;;DLC2RRAnyLocScene19 "Raven Rock Any Location Scene 01" [QUST:040347FE];;
33769463;[DIAL:040347E4];;[INFO:040347F7] ('If you want that beautiful wife of yours to stay that way, you'd better.' in GRUP Topic Children of [DIAL:040347E4]);;;;
33769444;;[DIAL:040347E4];;;DLC2RRAnyLocScene19 "Raven Rock Any Location Scene 01" [QUST:040347FE];;
33769460;[DIAL:040347E3];;[INFO:040347F4] ('Mogrul... I got those special poisons you asked for.' in GRUP Topic Children of [DIAL:040347E3]);;;;
33769443;;[DIAL:040347E3];;;DLC2RRAnyLocScene20 "Raven Rock Any Location Scene 01" [QUST:04034800];;
33769458;[DIAL:040347E2];;[INFO:040347F2] ('Why don't you say that louder so the entire town can hear you, idiot.' in GRUP Topic Children of [DIAL:040347E2]);;;;
33769442;;[DIAL:040347E2];;;DLC2RRAnyLocScene20 "Raven Rock Any Location Scene 01" [QUST:04034800];;
33769456;[DIAL:040347E1];;[INFO:040347F0] ('About your account... it's been a few months...' in GRUP Topic Children of [DIAL:040347E1]);;;;
33769441;;[DIAL:040347E1];;;DLC2RRAnyLocScene20 "Raven Rock Any Location Scene 01" [QUST:04034800];;
33769454;[DIAL:040347E0];;[INFO:040347EE] ('I said to put it on my account and that's the end of it. Understand?' in GRUP Topic Children of [DIAL:040347E0]);;;;
33769440;;[DIAL:040347E0];;;DLC2RRAnyLocScene20 "Raven Rock Any Location Scene 01" [QUST:04034800];;
33769452;[DIAL:040347DF];;[INFO:040347EC] ('Hold a moment, Mogrul.' in GRUP Topic Children of [DIAL:040347DF]);;;;
33769439;;[DIAL:040347DF];;;DLC2RRAnyLocScene21 "Raven Rock Any Location Scene 01" [QUST:04034802];;
33769466;[DIAL:040347DE];;[INFO:040347FA] ('Oh, come on. You know me, Captain Veleth. My hands are clean.' in GRUP Topic Children of [DIAL:040347DE]);;;;
33769438;;[DIAL:040347DE];;;DLC2RRAnyLocScene21 "Raven Rock Any Location Scene 01" [QUST:04034802];;
33769464;[DIAL:040347DD];;[INFO:040347F8] ('See that they stay that way, or else I'll send you back to Skyrim in a crate. You understand me?' in GRUP Topic Children of [DIAL:040347DD]);;;;
33769437;;[DIAL:040347DD];;;DLC2RRAnyLocScene21 "Raven Rock Any Location Scene 01" [QUST:04034802];;
33769462;[DIAL:040347DC];;[INFO:040347F6] ('Yes, sir, Captain Veleth, sir.' in GRUP Topic Children of [DIAL:040347DC]);;;;
33769436;;[DIAL:040347DC];;;DLC2RRAnyLocScene21 "Raven Rock Any Location Scene 01" [QUST:04034802];;
33767582;DLC2dunKolbjornQST_AskWhatHappened02 [DIAL:0403409D];;[INFO:0403409E] ('When I first got to Kolbjorn, you couldn't even see it. Buried in the ash, like most other things on this blasted island.' in GRUP Topic Children of DLC2dunKolbjornQST_AskWhatHappened02 [DIAL:0403409D]);;;DLC2_TIF__0203409E;
33767581;;DLC2dunKolbjornQST_AskWhatHappened02 [DIAL:0403409D];;;DLC2dunKolbjornQST "Unearthed" [QUST:0401810B];;
33767456;DLC2WB01TorkildGreetBranchTopic [DIAL:0403401E];;[INFO:04034020] ('Who... thirst for sky... All-Maker craves the night of sun.' in GRUP Topic Children of DLC2WB01TorkildGreetBranchTopic [DIAL:0403401E]);;;;
33767454;;DLC2WB01TorkildGreetBranchTopic [DIAL:0403401E];;;DLC2WB01 "Filial Bonds" [QUST:040209AE];;
33767455;DLC2WB01TorkildYouOKDude "Are you all right?" [DIAL:0403401D];;[INFO:0403401F] ([G]'They can't talk the wave signs!' in GRUP Topic Children of DLC2WB01TorkildYouOKDude "Are you all right?" [DIAL:0403401D]);;;TIF__0203401F;
33767453;;DLC2WB01TorkildYouOKDude "Are you all right?" [DIAL:0403401D];;Are you all right?;DLC2WB01 "Filial Bonds" [QUST:040209AE];;
33767457;DLC2WB01TorkildWulfWantsYou "Torkild? Your brother is looking for you." [DIAL:0403401C];;[INFO:04034021] ([G]'He hears the underslake of blood dust!' in GRUP Topic Children of DLC2WB01TorkildWulfWantsYou "Torkild? Your brother is looking for you." [DIAL:0403401C]);;;TIF__02034021;
33767452;;DLC2WB01TorkildWulfWantsYou "Torkild? Your brother is looking for you." [DIAL:0403401C];;Torkild? Your brother is looking for you.;DLC2WB01 "Filial Bonds" [QUST:040209AE];;
33766794;[DIAL:04033D88];;[INFO:04033D8A] (in GRUP Topic Children of [DIAL:04033D88]);;;;
33766792;;[DIAL:04033D88];;;CreatureDialogueAshGhoul "CreatureDialogueAshGhoul" [QUST:04033D8C];;
33766793;[DIAL:04033D87];;[INFO:04033D89] (in GRUP Topic Children of [DIAL:04033D87]);;;;
33766791;;[DIAL:04033D87];;;CreatureDialogueAshGhoul "CreatureDialogueAshGhoul" [QUST:04033D8C];;
33766655;DLC2DRRAdrilAranoTLSuspicionsBranchTopic02 "What do your titles mean?" [DIAL:04033CF4];;[INFO:04033CFF] ('Councilor Morvayn is House Redoran's representative on Solstheim.' in GRUP Topic Children of DLC2DRRAdrilAranoTLSuspicionsBranchTopic02 "What do your titles mean?" [DIAL:04033CF4]);;;;
33766644;;DLC2DRRAdrilAranoTLSuspicionsBranchTopic02 "What do your titles mean?" [DIAL:04033CF4];;What do your titles mean?;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33766651;DLC2DRRAdrilAranoTLBlacklightBranchTopic02 "The Argonians invaded Morrowind?" [DIAL:04033CF3];;[INFO:04033CFB] ('Quite a while ago, yes. They cut a bloody swath across most of the southern region of Morrowind.' in GRUP Topic Children of DLC2DRRAdrilAranoTLBlacklightBranchTopic02 "The Argonians invaded Morrowind?" [DIAL:04033CF3]);;;;
33766643;;DLC2DRRAdrilAranoTLBlacklightBranchTopic02 "The Argonians invaded Morrowind?" [DIAL:04033CF3];;The Argonians invaded Morrowind?;DLC2DialogueRavenRock "Raven Rock Dialogue" [QUST:04018B0F];;
33766650;DLC2RRFavor03Hellos [DIAL:04033CF2];;[INFO:04033CFA] ([SO]'Are you here to pray, or perhaps pay your respects at our Ancestral Tomb?' in GRUP Topic Children of DLC2RRFavor03Hellos [DIAL:04033CF2]);;;;
33766642;;DLC2RRFavor03Hellos [DIAL:04033CF2];;;DLC2RRFavor03 "Clean Sweep" [QUST:04024DFC];;
33766648;DLC2RRFavor03Goodbyes [DIAL:04033CF1];;[INFO:04033CF8] ([R]'Be cautious, friend. The ash spawn are soulless beings with no regard for compassion.' in GRUP Topic Children of DLC2RRFavor03Goodbyes [DIAL:04033CF1]);;;;
33766641;;DLC2RRFavor03Goodbyes [DIAL:04033CF1];;;DLC2RRFavor03 "Clean Sweep" [QUST:04024DFC];;
33766646;DLC2RRFavor04Goodbyes [DIAL:04033CF0];;[INFO:04033CF6] ([R]'Just get them to taste my sujamma... once they take a sip, it'll sell itself.' in GRUP Topic Children of DLC2RRFavor04Goodbyes [DIAL:04033CF0]);;;;
33766640;;DLC2RRFavor04Goodbyes [DIAL:04033CF0];;;DLC2RRFavor04 "It's All In The Taste" [QUST:04024E04];;
33766645;DLC2RRFavor01Goodbyes [DIAL:04033CEF];;[INFO:04033CF5] ([R]'Find me that stash of wine... I'm itching to be rid of it.' in GRUP Topic Children of DLC2RRFavor01Goodbyes [DIAL:04033CEF]);;;;
33766639;;DLC2RRFavor01Goodbyes [DIAL:04033CEF];;;DLC2RRFavor01 "Recipe for Distraction" [QUST:04024DDE];;
33766656;DLC2RRFavor02Goodbyes [DIAL:04033CEE];;[INFO:04033D00] ([R]'Careful with those netches... they may look tame, but they can seriously hurt you when threatened.' in GRUP Topic Children of DLC2RRFavor02Goodbyes [DIAL:04033CEE]);;;;
33766638;;DLC2RRFavor02Goodbyes [DIAL:04033CEE];;;DLC2RRFavor02 "Fetch the Netch" [QUST:04024DE7];;
33766654;DLC2RRFavor05Goodbyes [DIAL:04033CED];;[INFO:04033CFE] ([R]'The East Empire Pendants are scattered all over, so leave no stone unturned.' in GRUP Topic Children of DLC2RRFavor05Goodbyes [DIAL:04033CED]);;;;
33766637;;DLC2RRFavor05Goodbyes [DIAL:04033CED];;;DLC2RRFavor05 "Pain in the Necklace" [QUST:04024FA8];;
33766653;DLC2RRFavor06Goodbyes [DIAL:04033CEC];;[INFO:04033CFD] ([R]'Bralsa's may be welcome here again, but I still expect her to pay her way like everyone else.' in GRUP Topic Children of DLC2RRFavor06Goodbyes [DIAL:04033CEC]);;;;
33766652;DLC2RRFavor06Goodbyes [DIAL:04033CEC];;[INFO:04033CFC] ([R]'It might take more than a simple request to change Geldis's mind. He can be quite stubborn.' in GRUP Topic Children of DLC2RRFavor06Goodbyes [DIAL:04033CEC]);;;;
33766636;;DLC2RRFavor06Goodbyes [DIAL:04033CEC];;;DLC2RRFavor06 "Feeding the Addiction" [QUST:04024FAD];;
33766649;DLC2RRFavor07Hellos [DIAL:04033CEB];;[INFO:04033CF9] ([SO]'You look able enough to venture outside of town. Perhaps you could help me recover something precious that was lost?' in GRUP Topic Children of DLC2RRFavor07Hellos [DIAL:04033CEB]);;;;
33766635;;DLC2RRFavor07Hellos [DIAL:04033CEB];;;DLC2RRFavor07 "First Edition" [QUST:0402BAC6];;
33766647;DLC2RRFavor07Goodbyes [DIAL:04033CEA];;[INFO:04033CF7] ([R]'My husband is second councilor, so I certainly have the means to reward you if you find my folio.' in GRUP Topic Children of DLC2RRFavor07Goodbyes [DIAL:04033CEA]);;;;
33766634;;DLC2RRFavor07Goodbyes [DIAL:04033CEA];;;DLC2RRFavor07 "First Edition" [QUST:0402BAC6];;
33766626;[DIAL:04033CE1];;[INFO:04033CE2] ('Ahh... You are Dragonborn. I can feel it. And yet...' in GRUP Topic Children of [DIAL:04033CE1]);;;;
33766625;;[DIAL:04033CE1];;;DLC2MQ02 "The Temple of Miraak" [QUST:04017F8F];;
33766632;[DIAL:04033CE0];;[INFO:04033CE8] ('You have slain a great many dragons, I see. And yet...' in GRUP Topic Children of [DIAL:04033CE0]);;;;
33766631;[DIAL:04033CE0];;[INFO:04033CE7] ('You have defeated dragons, yes, but still...' in GRUP Topic Children of [DIAL:04033CE0]);;;;
33766630;[DIAL:04033CE0];;[INFO:04033CE6] ('You have done little beyond killing a few dragons.' in GRUP Topic Children of [DIAL:04033CE0]);;;;
33792320;[DIAL:04033CE0];;[INFO:0403A140] ('So you have slain Alduin... Well done. I could have slain him myself, back when I walked the earth, but I chose a different path.' in GRUP Topic Children of [DIAL:04033CE0]);;;;
33766624;;[DIAL:04033CE0];;;DLC2MQ02 "The Temple of Miraak" [QUST:04017F8F];;
33766629;[DIAL:04033CDF];;[INFO:04033CE5] ('She can await my arrival with the rest of Tamriel.' in GRUP Topic Children of [DIAL:04033CDF]);;;;
33766628;[DIAL:04033CDF];;[INFO:04033CE4] ('He can await my arrival with the rest of Tamriel.' in GRUP Topic Children of [DIAL:04033CDF]);;;;
33766623;;[DIAL:04033CDF];;;DLC2MQ02 "The Temple of Miraak" [QUST:04017F8F];;
33766627;[DIAL:04033CDE];;[INFO:04033CE3] ('You have no idea of the true power a Dragonborn can wield!' in GRUP Topic Children of [DIAL:04033CDE]);;;;
33766622;;[DIAL:04033CDE];;;DLC2MQ02 "The Temple of Miraak" [QUST:04017F8F];;
33766495;[DIAL:04033C5E];;[INFO:04033C5F] ('Hmm. From the way they are waving about, I'm assuming they aren't under your control.' in GRUP Topic Children of [DIAL:04033C5E]);;;DLC2_TIF__02033C5F;
33766494;;[DIAL:04033C5E];;;DLC2TTR4b "Experimental Subject" [QUST:0401CDE1];;
33766501;[DIAL:04033C5D];;[INFO:04033C65] ('I think I'm going to be sick.' in GRUP Topic Children of [DIAL:04033C5D]);;;;
33766493;;[DIAL:04033C5D];;;DLC2TTR4b "Experimental Subject" [QUST:0401CDE1];;
33766500;[DIAL:04033C5C];;[INFO:04033C64] (in GRUP Topic Children of [DIAL:04033C5C]);;;;
33766492;;[DIAL:04033C5C];;;DLC2TTR4b "Experimental Subject" [QUST:0401CDE1];;
33766499;[DIAL:04033C5B];;[INFO:04033C63] ('It looks like it's beginning to wear off.' in GRUP Topic Children of [DIAL:04033C5B]);;;DLC2_TIF__02033C63;
33766491;;[DIAL:04033C5B];;;DLC2TTR4b "Experimental Subject" [QUST:0401CDE1];;
33766498;[DIAL:04033C5A];;[INFO:04033C62] ('Is it over yet? Does she have eyes again?' in GRUP Topic Children of [DIAL:04033C5A]);;;;
33766497;[DIAL:04033C5A];;[INFO:04033C61] ('Is it over yet? Does he have eyes again?' in GRUP Topic Children of [DIAL:04033C5A]);;;;
33766490;;[DIAL:04033C5A];;;DLC2TTR4b "Experimental Subject" [QUST:0401CDE1];;
33766496;[DIAL:04033C59];;[INFO:04033C60] ('I...I think I'm going to pretend that never happened.' in GRUP Topic Children of [DIAL:04033C59]);;;;
33766489;;[DIAL:04033C59];;;DLC2TTR4b "Experimental Subject" [QUST:0401CDE1];;
33766013;DLC2DialogueGenericDarkElfTresspassBlockingTopic [DIAL:04033A61];;[INFO:04033A7D] ([G] in GRUP Topic Children of DLC2DialogueGenericDarkElfTresspassBlockingTopic [DIAL:04033A61]);;;;
33765985;;DLC2DialogueGenericDarkElfTresspassBlockingTopic [DIAL:04033A61];;;DLC2DialogueGenericDarkElf [QUST:04033BB2];;
33765998;[DIAL:04033A60];;[INFO:04033A6E] ([R]'What in the...?' in GRUP Topic Children of [DIAL:04033A60]);;;;
33765997;[DIAL:04033A60];;[INFO:04033A6D] ([R]'Azura help us!' in GRUP Topic Children of [DIAL:04033A60]);;;;
33765984;;[DIAL:04033A60];;;DLC2DialogueGenericDarkElf [QUST:04033BB2];;
33785991;[DIAL:04033A5F];;[INFO:04038887] ([R]'Sheogorath's beard, you're an ugly one.' in GRUP Topic Children of [DIAL:04033A5F]);;;;
33785990;[DIAL:04033A5F];;[INFO:04038886] ([R]'I'll send your soul as a gift to Boethiah.' in GRUP Topic Children of [DIAL:04033A5F]);;;;
33785989;[DIAL:04033A5F];;[INFO:04038885] ([R]'I'm going to put you down.' in GRUP Topic Children of [DIAL:04033A5F]);;;;
33785988;[DIAL:04033A5F];;[INFO:04038884] ([R]'Come on. Let's see what you've got.' in GRUP Topic Children of [DIAL:04033A5F]);;;;
33785987;[DIAL:04033A5F];;[INFO:04038883] ([R]'You're going to pay for this.' in GRUP Topic Children of [DIAL:04033A5F]);;;;
33785986;[DIAL:04033A5F];;[INFO:04038882] ([R]'Malacath take you!' in GRUP Topic Children of [DIAL:04033A5F]);;;;
33785985;[DIAL:04033A5F];;[INFO:04038881] ([R]'You're dead!' in GRUP Topic Children of [DIAL:04033A5F]);;;;
33766200;[DIAL:04033A5F];;[INFO:04033B38] ([R]'Azura curse you!' in GRUP Topic Children of [DIAL:04033A5F]);;;;
33766199;[DIAL:04033A5F];;[INFO:04033B37] ([R]'Boethiah inspire me!' in GRUP Topic Children of [DIAL:04033A5F]);;;;
33766201;[DIAL:04033A5F];;[INFO:04033B39] ([R]'Nerevar guide me!' in GRUP Topic Children of [DIAL:04033A5F]);;;;
33765983;;[DIAL:04033A5F];;;DLC2DialogueGenericDarkElf [QUST:04033BB2];;
33766057;[DIAL:04033A5E];;[INFO:04033AA9] ([R]'I'll kill you another day.' in GRUP Topic Children of [DIAL:04033A5E]);;;;
33765982;;[DIAL:04033A5E];;;DLC2DialogueGenericDarkElf [QUST:04033BB2];;
33766195;[DIAL:04033A5D];;[INFO:04033B33] ([R]'N'wah!' in GRUP Topic Children of [DIAL:04033A5D]);;;;
33766193;[DIAL:04033A5D];;[INFO:04033B31] ([R]'You'll need to be luckier than that!' in GRUP Topic Children of [DIAL:04033A5D]);;;;
33766192;[DIAL:04033A5D];;[INFO:04033B30] ([R]'Close...' in GRUP Topic Children of [DIAL:04033A5D]);;;;
33766191;[DIAL:04033A5D];;[INFO:04033B2F] ([R]'Mephala shields me.' in GRUP Topic Children of [DIAL:04033A5D]);;;;
33766190;[DIAL:04033A5D];;[INFO:04033B2E] ([R]'Nnh!' in GRUP Topic Children of [DIAL:04033A5D]);;;;
33766189;[DIAL:04033A5D];;[INFO:04033B2D] ([R]'Grrh!' in GRUP Topic Children of [DIAL:04033A5D]);;;;
33766188;[DIAL:04033A5D];;[INFO:04033B2C] ([R]'Unf!' in GRUP Topic Children of [DIAL:04033A5D]);;;;
33766187;[DIAL:04033A5D];;[INFO:04033B2B] ([R]'Nargh!' in GRUP Topic Children of [DIAL:04033A5D]);;;;
33766186;[DIAL:04033A5D];;[INFO:04033B2A] ([R]'Gah!' in GRUP Topic Children of [DIAL:04033A5D]);;;;
33765981;;[DIAL:04033A5D];;;DLC2DialogueGenericDarkElf [QUST:04033BB2];;
33766032;[DIAL:04033A5C];;[INFO:04033A90] ([R]'Better to suffer a wrong than to do one.' in GRUP Topic Children of [DIAL:04033A5C]);;;;
33766030;[DIAL:04033A5C];;[INFO:04033A8E] ([R]'Not my concern, no sera.' in GRUP Topic Children of [DIAL:04033A5C]);;;;
