Record;[0];[0]\[3];[1]\[3];FULL;QNAM;[2]\[2]\[0]\[0];RNAM
545940;;DCETHit [DIAL:00085494];;;DialogueCombatEncounterTypes "Encounter Combat Dialogue" [QUST:000B8774];;
760103;DCETDeath [DIAL:00085493];;[INFO:000B9927] ([R][RE]'Unnff...' in GRUP Topic Children of DCETDeath [DIAL:00085493]);;;;
760075;DCETDeath [DIAL:00085493];;[INFO:000B990B] ([R]'Uggh...' in GRUP Topic Children of DCETDeath [DIAL:00085493]);;;;
545939;;DCETDeath [DIAL:00085493];;;DialogueCombatEncounterTypes "Encounter Combat Dialogue" [QUST:000B8774];;
456379;C01SkjorUponReturnBranchTopic [DIAL:0006F6B3];;[INFO:0006F6BB] ('Ah, you're back.' in GRUP Topic Children of C01SkjorUponReturnBranchTopic [DIAL:0006F6B3]);;;TIF__0006F6BB;
456371;;C01SkjorUponReturnBranchTopic [DIAL:0006F6B3];;;C01 "Proving Honor" [QUST:0006E803];;
416497;FFRiftenThaneJarlBranchTopic "Is there anything I can help Riften with?" [DIAL:00065AD6];;[INFO:00065AF1] ('So, I've been hearing your name in court quite a bit lately.' in GRUP Topic Children of FFRiftenThaneJarlBranchTopic "Is there anything I can help Riften with?" [DIAL:00065AD6]);;;;
416496;FFRiftenThaneJarlBranchTopic "Is there anything I can help Riften with?" [DIAL:00065AD6];;[INFO:00065AF0] ('Ah, there you are. I was wondering when you'd visit us again.' in GRUP Topic Children of FFRiftenThaneJarlBranchTopic "Is there anything I can help Riften with?" [DIAL:00065AD6]);;;;
416470;;FFRiftenThaneJarlBranchTopic "Is there anything I can help Riften with?" [DIAL:00065AD6];;Is there anything I can help Riften with?;FreeformRiftenThane "I Done Got Thaned!" [QUST:00065BDF];;
416493;FFRiftenThaneJarlBranchTopic01 "Regarding what, my lady?" [DIAL:00065AAA];;[INFO:00065AED] ('Oh don't pretend to be modest. I'm talking about your new role as champion. Apparently, you've taken my people under your wing.' in GRUP Topic Children of FFRiftenThaneJarlBranchTopic01 "Regarding what, my lady?" [DIAL:00065AAA]);;;TIF__00065AED;
416492;FFRiftenThaneJarlBranchTopic01 "Regarding what, my lady?" [DIAL:00065AAA];;[INFO:00065AEC] ('Much like Mjoll, you've become champion of our hold; helping people with their difficulties and providing assistance for their needs.' in GRUP Topic Children of FFRiftenThaneJarlBranchTopic01 "Regarding what, my lady?" [DIAL:00065AAA]);;;TIF__00065AEC;
416426;;FFRiftenThaneJarlBranchTopic01 "Regarding what, my lady?" [DIAL:00065AAA];;Regarding what, my lady?;FreeformRiftenThane "I Done Got Thaned!" [QUST:00065BDF];;
416487;FFRiftenThaneDoneBranchTopic01 "Thank you." [DIAL:00065AA9];;[INFO:00065AE7] ('I expect that you'll distance yourself from the affairs of state. In other words, keep your nose out of my business and we'll do just fine.' in GRUP Topic Children of FFRiftenThaneDoneBranchTopic01 "Thank you." [DIAL:00065AA9]);;;TIF__00065AE7;I've purchased Honeyside.
416486;FFRiftenThaneDoneBranchTopic01 "Thank you." [DIAL:00065AA9];;[INFO:00065AE6] ('I should be the one thanking you. You've solved more problems in the short time you've been here then anyone in my court has their entire careers.' in GRUP Topic Children of FFRiftenThaneDoneBranchTopic01 "Thank you." [DIAL:00065AA9]);;;TIF__00065AE6;
416425;;FFRiftenThaneDoneBranchTopic01 "Thank you." [DIAL:00065AA9];;Thank you.;FreeformRiftenThane "I Done Got Thaned!" [QUST:00065BDF];;
416501;FFRiftenThaneContBranchTopic "I would be honored to accept." [DIAL:000659FA];;[INFO:00065AF5] ('You damn well better.' in GRUP Topic Children of FFRiftenThaneContBranchTopic "I would be honored to accept." [DIAL:000659FA]);;;TIF__00065AF5;
416500;FFRiftenThaneContBranchTopic "I would be honored to accept." [DIAL:000659FA];;[INFO:00065AF4] ('You've already taken all the necessary steps in becoming eligible for the title.' in GRUP Topic Children of FFRiftenThaneContBranchTopic "I would be honored to accept." [DIAL:000659FA]);;;TIF__00065AF4;
416250;;FFRiftenThaneContBranchTopic "I would be honored to accept." [DIAL:000659FA];;I would be honored to accept.;FreeformRiftenThane "I Done Got Thaned!" [QUST:00065BDF];;
416507;FFRiftenThaneReturnViewTopic "I've purchased Honeyside." [DIAL:000659F7];;[INFO:00065AFB] ('Hmm? What's this about?' in GRUP Topic Children of FFRiftenThaneReturnViewTopic "I've purchased Honeyside." [DIAL:000659F7]);;;TIF__00065AFB;
416506;FFRiftenThaneReturnViewTopic "I've purchased Honeyside." [DIAL:000659F7];;[INFO:00065AFA] ('Then allow me to officially welcome you to Riften. You'll make a fine addition to our city.' in GRUP Topic Children of FFRiftenThaneReturnViewTopic "I've purchased Honeyside." [DIAL:000659F7]);;;TIF__00065AFA;
416247;;FFRiftenThaneReturnViewTopic "I've purchased Honeyside." [DIAL:000659F7];;I've purchased Honeyside.;FreeformRiftenThane "I Done Got Thaned!" [QUST:00065BDF];;
394515;DA02BoethiahSlayFriendReasonsPrivate "My reasons are my own." [DIAL:00060512];;[INFO:00060513] ('Indeed. But I abide only those whose will is aligned to my own. Those who oppose my desires perish in the most dreadful of ways.' in GRUP Topic Children of DA02BoethiahSlayFriendReasonsPrivate "My reasons are my own." [DIAL:00060512]);;;TIF__00060513;
394514;;DA02BoethiahSlayFriendReasonsPrivate "My reasons are my own." [DIAL:00060512];;My reasons are my own.;DA02 "Boethiah's Calling" [QUST:0004D8D6];;
392318;DA02BoethiahExplain [DIAL:0005FC7A];;[INFO:0005FC7E] ([SO] in GRUP Topic Children of DA02BoethiahExplain [DIAL:0005FC7A]);;;;
392317;DA02BoethiahExplain [DIAL:0005FC7A];;[INFO:0005FC7D] ([SO] in GRUP Topic Children of DA02BoethiahExplain [DIAL:0005FC7A]);;;;
392314;;DA02BoethiahExplain [DIAL:0005FC7A];;;DA02 "Boethiah's Calling" [QUST:0004D8D6];;
478641;DB06GabriellaQuestCompleteGreetTopic [DIAL:00059630];;[INFO:00074DB1] ([G]'Why are you here? Killing Gaius Maro is but the first step of your contract - you must also plant the incriminating letter on his body...' in GRUP Topic Children of DB06GabriellaQuestCompleteGreetTopic [DIAL:00059630]);;;;
366132;DB06GabriellaQuestCompleteGreetTopic [DIAL:00059630];;[INFO:00059634] ('Ah, at last. I've been anxiously awaiting your return.' in GRUP Topic Children of DB06GabriellaQuestCompleteGreetTopic [DIAL:00059630]);;;;
366128;;DB06GabriellaQuestCompleteGreetTopic [DIAL:00059630];;;DB06 "Breaching Security" [QUST:0001EA55];;
317626;DA02BoethiahDeadFriendSlain "I have slain <Alias=DeadFriend> to gain your favor." [DIAL:0004D88F];;[INFO:0004D8BA] ('My favor?' in GRUP Topic Children of DA02BoethiahDeadFriendSlain "I have slain <Alias=DeadFriend> to gain your favor." [DIAL:0004D88F]);;;TIF__0004D8BA;
317583;;DA02BoethiahDeadFriendSlain "I have slain <Alias=DeadFriend> to gain your favor." [DIAL:0004D88F];;I have slain <Alias=DeadFriend> to gain your favor.;DA02 "Boethiah's Calling" [QUST:0004D8D6];;
310443;DB09GiannaRaceImperialTopic [DIAL:0004BC8E];;[INFO:0004BCAB] ('Well, I don't mean to seem disappointed, but... I just never figured the Gourmet was an Imperial. I had dreamed of something more exotic, maybe...' in GRUP Topic Children of DB09GiannaRaceImperialTopic [DIAL:0004BC8E]);;;;Yes?
310414;;DB09GiannaRaceImperialTopic [DIAL:0004BC8E];;;DB09 "To Kill an Empire" [QUST:0001EA58];;
310433;DB09GiannaRaceRedguardTopic [DIAL:0004BC8D];;[INFO:0004BCA1] ('Well, I'm just surprised the Gourmet is a Redguard. I had you pegged for a Wood Elf, honestly. You know, because of your use of...' in GRUP Topic Children of DB09GiannaRaceRedguardTopic [DIAL:0004BC8D]);;;;Yes?
310413;;DB09GiannaRaceRedguardTopic [DIAL:0004BC8D];;;DB09 "To Kill an Empire" [QUST:0001EA58];;
310456;DB09GiannaRaceNordTopic [DIAL:0004BC8C];;[INFO:0004BCB8] ('You're a Nord! I never would have guessed it! But where in the world did you learn to cook like that? Here in Skyrim? Or maybe somewhere less...' in GRUP Topic Children of DB09GiannaRaceNordTopic [DIAL:0004BC8C]);;;;Yes?
310412;;DB09GiannaRaceNordTopic [DIAL:0004BC8C];;;DB09 "To Kill an Empire" [QUST:0001EA58];;
310461;DB09GiannaRaceBretonTopic [DIAL:0004BC8B];;[INFO:0004BCBD] ('Well, I just never expected the Gourmet to be a Breton. It almost seems too obvious. Some of the greatest cooks have been Bretons, and...' in GRUP Topic Children of DB09GiannaRaceBretonTopic [DIAL:0004BC8B]);;;;Yes?
310411;;DB09GiannaRaceBretonTopic [DIAL:0004BC8B];;;DB09 "To Kill an Empire" [QUST:0001EA58];;
310465;DB09GiannaRaceOrcTopic [DIAL:0004BC8A];;[INFO:0004BCC1] ('It's just... Well... you're an Orc! Ha ha ha! If the people of the Empire only knew! I mean, now I understand your need for secrecy. Most would...' in GRUP Topic Children of DB09GiannaRaceOrcTopic [DIAL:0004BC8A]);;;;Yes?
310410;;DB09GiannaRaceOrcTopic [DIAL:0004BC8A];;;DB09 "To Kill an Empire" [QUST:0001EA58];;
310429;DB09GiannaRaceHighElfTopic [DIAL:0004BC89];;[INFO:0004BC9D] ('You're a High Elf! I... I never would have guessed it. So many of your recipes are clearly aimed at the commonfolk. It just seems...' in GRUP Topic Children of DB09GiannaRaceHighElfTopic [DIAL:0004BC89]);;;;Yes?
310409;;DB09GiannaRaceHighElfTopic [DIAL:0004BC89];;;DB09 "To Kill an Empire" [QUST:0001EA58];;
310439;DB09GiannaRaceWoodElfTopic [DIAL:0004BC88];;[INFO:0004BCA7] ('I guessed right! I... I always imagined the great Gourmet was a Wood Elf. You see, only someone with a knowledge of woodland herbs could combine...' in GRUP Topic Children of DB09GiannaRaceWoodElfTopic [DIAL:0004BC88]);;;;Yes?
310408;;DB09GiannaRaceWoodElfTopic [DIAL:0004BC88];;;DB09 "To Kill an Empire" [QUST:0001EA58];;
310462;DB09GiannaRaceDarkElfTopic [DIAL:0004BC87];;[INFO:0004BCBE] ('I... Well, I just can't believe the Gourmet is a Dark Elf. How difficult it must have been for you in Morrowind. The food there is...' in GRUP Topic Children of DB09GiannaRaceDarkElfTopic [DIAL:0004BC87]);;;;Yes?
310407;;DB09GiannaRaceDarkElfTopic [DIAL:0004BC87];;;DB09 "To Kill an Empire" [QUST:0001EA58];;
310446;DB09GiannaRaceArgonianTopic [DIAL:0004BC86];;[INFO:0004BCAE] ('You... you're an Argonian! Where did you learn to cook like that? Surely not in Black Marsh. Why even the...' in GRUP Topic Children of DB09GiannaRaceArgonianTopic [DIAL:0004BC86]);;;;Yes?
310406;;DB09GiannaRaceArgonianTopic [DIAL:0004BC86];;;DB09 "To Kill an Empire" [QUST:0001EA58];;
267662;MS06StyrrAdvice03a "Wait, you want me to go do this alone?" [DIAL:0004158D];;[INFO:0004158E] ('Yes. I had Falk call you back because you were at the summoning, you have a connection to Potema now. You must deal with her.' in GRUP Topic Children of MS06StyrrAdvice03a "Wait, you want me to go do this alone?" [DIAL:0004158D]);;;TIF__0004158E;
267661;;MS06StyrrAdvice03a "Wait, you want me to go do this alone?" [DIAL:0004158D];;Wait, you want me to go do this alone?;MS06 "The Wolf Queen Awakened" [QUST:00026C4D];;
671788;DialogueRiftenHellos [DIAL:00040760];;[INFO:000A402C] ([G]'Grelod... murdered. Here. I... I need... air... You... you... Get out of here! Get out!' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;;
572381;DialogueRiftenHellos [DIAL:00040760];;[INFO:0008BBDD] ('Constance don't care much for strangers in the orphanage. Afraid someone might hurt one of us kids. Which, I gotta admit, is kind of nice.' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;;
93348;DialogueRiftenHellos [DIAL:00040760];;[INFO:00016CA4] ([G]'When Aventus took off, when he said those things, about killing Grelod... I never imagined he was serious...' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;;
853401;DialogueRiftenHellos [DIAL:00040760];;[INFO:000D0599] ('Things are much better now that Grelod is dead, but still. I'm sick of this place.' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;;
93347;DialogueRiftenHellos [DIAL:00040760];;[INFO:00016CA3] ([SO]'When Aventus escaped, Grelod was so mad. I got double the beatings that day. But that won't happen ever again.' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;TIF__00016CA3;
572377;DialogueRiftenHellos [DIAL:00040760];;[INFO:0008BBD9] ([G]'Kill one person, and you can solve so many problems. I wonder at the possibilities.' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;;
93346;DialogueRiftenHellos [DIAL:00040760];;[INFO:00016CA2] ([SO]'I do hope mummy and father come to get me soon. Ever since that Aventus boy left, this place has gone mad.' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;TIF__00016CA2;
572371;DialogueRiftenHellos [DIAL:00040760];;[INFO:0008BBD3] ([G]'I can't believe it! Grelod is dead! She's really dead!' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;TIF__0008BBD3;
572368;DialogueRiftenHellos [DIAL:00040760];;[INFO:0008BBD0] ('I used to hate it here, but it's not so bad anymore. Constance is real good to us.' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;;
93345;DialogueRiftenHellos [DIAL:00040760];;[INFO:00016CA1] ([G]'When Aventus escaped, Grelod got meaner than ever. I really thought she was going to kill one of us. Guess not!' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;TIF__00016CA1;
271286;DialogueRiftenHellos [DIAL:00040760];;[INFO:000423B6] ('I apologize in advance for my husband's crankiness; I promise you he means well.' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;;
271048;DialogueRiftenHellos [DIAL:00040760];;[INFO:000422C8] ('You have some nerve coming back here after what you did to Keerava.' in GRUP Topic Children of DialogueRiftenHellos [DIAL:00040760]);;;;
264032;;DialogueRiftenHellos [DIAL:00040760];;;DialogueRiften "Riften Dialogue" [QUST:000368D8];;
399552;[DIAL:00037B3A];;[INFO:000618C0] ([G]'My son is dead! At his own wedding! Only those Imperial dogs would have dared do something like this! Damn them all to Oblivion!' in GRUP Topic Children of [DIAL:00037B3A]);;;;
399540;[DIAL:00037B3A];;[INFO:000618B4] ([G]'By all the gods, the groom has been killed. At his own wedding! I can only think of my own husband...' in GRUP Topic Children of [DIAL:00037B3A]);;;;
228188;[DIAL:00037B3A];;[INFO:00037B5C] ([G]'Oh, Asgeir! My husband! My dear, sweet husband! Why would someone do this to you? Why? This was supposed to be the happiest day of my life!' in GRUP Topic Children of [DIAL:00037B3A]);;;TIF__00037B5C;
228154;;[DIAL:00037B3A];;;DB05 "Bound Until Death" [QUST:0001EA54];;
223736;DialogueRiftenUngrienBlackBriarBranchTopic "Tell me about Maven Black-Briar." [DIAL:000369D2];;[INFO:000369F8] ('She's an absolute pleasure to work for! In fact, I almost feel guilty accepting pay from her.' in GRUP Topic Children of DialogueRiftenUngrienBlackBriarBranchTopic "Tell me about Maven Black-Briar." [DIAL:000369D2]);;;;
223698;;DialogueRiftenUngrienBlackBriarBranchTopic "Tell me about Maven Black-Briar." [DIAL:000369D2];;Tell me about Maven Black-Briar.;DialogueRiften "Riften Dialogue" [QUST:000368D8];;
223795;DialogueRiftenUngrienBlackBriarBranchTopic01 "Come on, get the truth off your chest. (Persuade)" [DIAL:000369D1];;[INFO:00036A33] ('That is the truth, my friend! Maven is a saint and don't let anyone tell you otherwise.' in GRUP Topic Children of DialogueRiftenUngrienBlackBriarBranchTopic01 "Come on, get the truth off your chest. (Persuade)" [DIAL:000369D1]);;;;
223794;DialogueRiftenUngrienBlackBriarBranchTopic01 "Come on, get the truth off your chest. (Persuade)" [DIAL:000369D1];;[INFO:00036A32] (in GRUP Topic Children of DialogueRiftenUngrienBlackBriarBranchTopic01 "Come on, get the truth off your chest. (Persuade)" [DIAL:000369D1]);;;TIF__00036A32;
223697;;DialogueRiftenUngrienBlackBriarBranchTopic01 "Come on, get the truth off your chest. (Persuade)" [DIAL:000369D1];;Come on, get the truth off your chest. (Persuade);DialogueRiften "Riften Dialogue" [QUST:000368D8];;
223780;DialogueRiftenUngrienBlackBriarBranchTopic03 "Here, now tell me the truth. (<BribeCost> gold)" [DIAL:000369CF];;[INFO:00036A24] ('It's going to take a lot more than that.' in GRUP Topic Children of DialogueRiftenUngrienBlackBriarBranchTopic03 "Here, now tell me the truth. (<BribeCost> gold)" [DIAL:000369CF]);;;;
223752;DialogueRiftenUngrienBlackBriarBranchTopic03 "Here, now tell me the truth. (<BribeCost> gold)" [DIAL:000369CF];;[INFO:00036A08] (in GRUP Topic Children of DialogueRiftenUngrienBlackBriarBranchTopic03 "Here, now tell me the truth. (<BribeCost> gold)" [DIAL:000369CF]);;;TIF__00036A08;
223695;;DialogueRiftenUngrienBlackBriarBranchTopic03 "Here, now tell me the truth. (<BribeCost> gold)" [DIAL:000369CF];;Here, now tell me the truth. (<BribeCost> gold);DialogueRiften "Riften Dialogue" [QUST:000368D8];;
223738;DialogueRiftenUngrienBlackBriarBranchTopic04 "Glad you're so happy." [DIAL:000369CD];;[INFO:000369FA] ('Sure am! I thank my lucky stars every time I look to the night sky that Maven took me in and gave me this opportunity.' in GRUP Topic Children of DialogueRiftenUngrienBlackBriarBranchTopic04 "Glad you're so happy." [DIAL:000369CD]);;;;
223693;;DialogueRiftenUngrienBlackBriarBranchTopic04 "Glad you're so happy." [DIAL:000369CD];;Glad you're so happy.;DialogueRiften "Riften Dialogue" [QUST:000368D8];;
217313;DB07AstridCiceroDeadYesChoice "DB07AstridCiceroDeadYesChoice" [DIAL:000350DC];;[INFO:000350E1] (in GRUP Topic Children of DB07AstridCiceroDeadYesChoice "DB07AstridCiceroDeadYesChoice" [DIAL:000350DC]);;;;Yes, Cicero is dead.
217308;;DB07AstridCiceroDeadYesChoice "DB07AstridCiceroDeadYesChoice" [DIAL:000350DC];;DB07AstridCiceroDeadYesChoice;DarkBrotherhood "Dark Brotherhood" [QUST:0001EA5C];;
842216;DGCrimeBlockingHelloTopic [DIAL:00034035];;[INFO:000CD9E8] ([R][RE] in GRUP Topic Children of DGCrimeBlockingHelloTopic [DIAL:00034035]);;;TIF__000CD9E8;
842215;DGCrimeBlockingHelloTopic [DIAL:00034035];;[INFO:000CD9E7] ([R] in GRUP Topic Children of DGCrimeBlockingHelloTopic [DIAL:00034035]);;;TIF__000CD9E7;
213045;;DGCrimeBlockingHelloTopic [DIAL:00034035];;;DialogueCrimeGuards "Generic crime dialogue" [QUST:000267EB];;
182496;MG04Stage20AncanoHallBranchTopic "What is it you want me to do?" [DIAL:0002C8C1];;[INFO:0002C8E0] ([G]'Now, you are going to speak to this... Monk... and find out why he is here, and then he will be removed from College grounds.' in GRUP Topic Children of MG04Stage20AncanoHallBranchTopic "What is it you want me to do?" [DIAL:0002C8C1]);;;TIF__0002C8E0;
182465;;MG04Stage20AncanoHallBranchTopic "What is it you want me to do?" [DIAL:0002C8C1];;What is it you want me to do?;MG04 "Good Intentions" [QUST:0001F254];;
180821;MS12QuintusRepairingPhialBranchTopic "I have the materials you requested." [DIAL:0002C24C];;[INFO:0002C255] ([G]'Thank the gods. I'll get to work on the Phial straight away.' in GRUP Topic Children of MS12QuintusRepairingPhialBranchTopic "I have the materials you requested." [DIAL:0002C24C]);;;TIF__0002C255;
180812;;MS12QuintusRepairingPhialBranchTopic "I have the materials you requested." [DIAL:0002C24C];;I have the materials you requested.;MS12 "The White Phial" [QUST:0002C258];;
666821;DBAstridSecondGreetForcegreet [DIAL:0002B831];;[INFO:000A2CC5] ('Well, well. Aren't we the overachiever. Three possibilities, three victims. Must have been one of them, right? So why take chances...' in GRUP Topic Children of DBAstridSecondGreetForcegreet [DIAL:0002B831]);;;;
666820;DBAstridSecondGreetForcegreet [DIAL:0002B831];;[INFO:000A2CC4] ('Hmm. The fearless wife and mother, and the underhanded Khajiit. Had to be one of them, right? Interesting choice.' in GRUP Topic Children of DBAstridSecondGreetForcegreet [DIAL:0002B831]);;;;
666819;DBAstridSecondGreetForcegreet [DIAL:0002B831];;[INFO:000A2CC3] ('The timid warrior and the sly Khajiit. Must have been one or the other, right?' in GRUP Topic Children of DBAstridSecondGreetForcegreet [DIAL:0002B831]);;;;
666818;DBAstridSecondGreetForcegreet [DIAL:0002B831];;[INFO:000A2CC2] ('The blubbering barbarian and the tenacious mother. Must have been one of them, right?' in GRUP Topic Children of DBAstridSecondGreetForcegreet [DIAL:0002B831]);;;;
666817;DBAstridSecondGreetForcegreet [DIAL:0002B831];;[INFO:000A2CC1] ('The conniving Khajiit. Cat like that was sure to have enemies. It's no wonder you chose him.' in GRUP Topic Children of DBAstridSecondGreetForcegreet [DIAL:0002B831]);;;;
666816;DBAstridSecondGreetForcegreet [DIAL:0002B831];;[INFO:000A2CC0] ('Ah, the feisty goodwife. Quite the mouth on her. Someone must have wanted her dead... right?' in GRUP Topic Children of DBAstridSecondGreetForcegreet [DIAL:0002B831]);;;;
178228;DBAstridSecondGreetForcegreet [DIAL:0002B831];;[INFO:0002B834] ('Oh ho. The whimpering Nord, eh? Yes, yes, I can see how you'd come to that conclusion. Interesting choice.' in GRUP Topic Children of DBAstridSecondGreetForcegreet [DIAL:0002B831]);;;;
178225;;DBAstridSecondGreetForcegreet [DIAL:0002B831];;;DarkBrotherhood "Dark Brotherhood" [QUST:0001EA5C];;
600641;DGCrimeGoToJail "I submit. Take me to jail." [DIAL:000267DD];;[INFO:00092A41] ('You'll never see the sun again. No one escapes Cidhna Mine. No one.' in GRUP Topic Children of DGCrimeGoToJail "I submit. Take me to jail." [DIAL:000267DD]);;;TIF__00092A41;
157661;;DGCrimeGoToJail "I submit. Take me to jail." [DIAL:000267DD];;I submit. Take me to jail.;DialogueCrimeGuards "Generic crime dialogue" [QUST:000267EB];;
138466;DialogueRiftenAsbjornBranchTopic "You look young for a blacksmith." [DIAL:00021CE0];;[INFO:00021CE2] ('I was apprenticed to Balimund before he died. He taught me everything I know about forging armor and weapons.' in GRUP Topic Children of DialogueRiftenAsbjornBranchTopic "You look young for a blacksmith." [DIAL:00021CE0]);;;;
138464;;DialogueRiftenAsbjornBranchTopic "You look young for a blacksmith." [DIAL:00021CE0];;You look young for a blacksmith.;DialogueRiften "Riften Dialogue" [QUST:000368D8];;
